ID2,tag,Season,homerange,Study_Area,fpt,Fence
22_2011,HM11F0022,Annual,2474.64792499963,Henry Mountains,33.695544705159,0
23_2011,HM11F0023,Annual,1070.9989277825,Henry Mountains,1.65129963854314,0
23_2012,HM11F0023,Annual,1470.65561667752,Henry Mountains,11.3411494794592,0
23_2013,HM11F0023,Annual,1200.61138291849,Henry Mountains,351.326269946355,0
24_2011,HM11F0024,Annual,2026.50716657903,Henry Mountains,702.153812058953,0
25_2011,HM11F0025,Annual,1769.18824829928,Henry Mountains,564.104376878583,0
29_2011,HM11M0004,Annual,1297.2051462611,Henry Mountains,156.145008865047,0
31_2011,HM11M0006,Annual,949.483128295569,Henry Mountains,25.9672267773281,0
33_2011,HM11M0008,Annual,2310.25237050549,Henry Mountains,124.689812420979,0
34_2011,HM11M0009,Annual,2227.94448623592,Henry Mountains,62.9123563835441,0
36_2011,HM11M0011,Annual,1865.95436904282,Henry Mountains,73.1382404709789,0
37_2011,HM11M0012,Annual,4030.03847088996,Henry Mountains,0.0962112750161874,0
40_2011,HM11M0015,Annual,1823.50433439207,Henry Mountains,0.00785398163397448,0
41_2011,HM11M0016,Annual,1121.52331156163,Henry Mountains,0.196349540849362,0
43_2012,HM11M0019,Annual,1560.29240093221,Henry Mountains,0.00785398163397448,0
46_2013,HM12F0003,Annual,1727.05707794192,Henry Mountains,6.60519855417254,0
50_2013,HM12F0007,Annual,1441.82335511167,Henry Mountains,516.731123157858,0
